conmedic,partyid,region,id,age,sex,race,degree
.i, 0, 8,2658,83, 2, 2, 3
 1, 0, 9,2659,60, 2, 1, 1
 2, 6, 9,2660,44, 1, 1, 0
 1, 0, 9,2661,46, 1, 1, 1
 2, 1, 9,2662,38, 2, 1, 1
 2, 1, 3,2664,59, 1, 1, 4
.i, 3, 8,2665,26, 2, 3, 0
 2, 6, 3,2666,42, 1, 1, 1
 2, 4, 8,2668,.i, 2, 1, 1
.i, 1, 9,2669,77, 1, 1, 1
 2, 0, 9,2671,69, 2, 1, 4
 1, 2, 9,2672,55, 2, 1, 3
 1, 6, 3,2674,62, 1, 1, 4
.i, 1, 3,2675,26, 1, 1, 4
.i, 7, 9,2676,74, 2, 1, 1
 2, 3, 9,2677,.i, 2, 1, 1
 2, 1, 8,2678,.i, 2, 3, 2
 2, 0, 4,2679,68, 2, 1, 1
 1, 3, 4,2680,68, 2, 1, 1
 1, 3, 4,2681,83, 2, 1, 1
 2, 3, 9,2682,74, 1, 1, 1
.i, 3, 9,2683,32, 2, 3, 1
.i, 0, 7,2684,55, 2, 1, 1
 2, 1, 9,2685,79, 2, 1, 1
.i, 2, 3,2686,67, 2, 1, 3
 1, 6, 3,2687,46, 1, 1, 3
.i, 1, 8,2688,40, 1, 1, 1
 2, 2, 7,2689,30, 1, 1, 3
.i, 3, 3,2690,66, 1, 1, 4
 1, 0, 3,2691,28, 2, 1, 1
.i, 0, 3,2692,55, 2, 1, 4
 2, 0, 3,2693,50, 2, 2, 4
 2, 1, 9,2695,22, 2, 1, 1
 1, 0, 9,2696,69, 2, 1, 1
 2, 2, 9,2697,38, 2, 1, 3
 1, 6, 3,2698,56, 1, 1, 3
 2, 1, 3,2699,49, 1, 1, 2
.i, 5, 9,2700,34, 2, 1, 2
.i, 6, 9,2701,51, 2, 3, 3
.i, 3, 9,2702,58, 1, 1, 1
 1, 7, 9,2703,75, 2, 2, 3
 1, 1, 3,2704,37, 1, 3, 3
.i, 5, 3,2705,40, 1, 1, 3
.i, 5, 3,2706,.i, 2, 1, 1
 2, 4, 3,2707,36, 2, 1, 4
 2, 1, 3,2708,36, 2, 2, 3
.i, 0, 3,2709,66, 1, 2, 2
.i, 6, 3,2710,45, 2, 1, 3
 1, 0, 7,2711,78, 2, 1, 3
.i, 0, 7,2712,65, 1, 1, 1
 2, 6, 3,2713,35, 2, 1, 3
 2, 3, 3,2714,.i, 2, 1, 1
 2, 3, 3,2715,29, 2, 1, 3
.i, 4, 3,2716,.i, 2, 1, 2
 1, 0, 7,2717,58, 1, 1, 4
 3, 3, 7,2718,19, 2,.i, 1
.i, 0, 3,2719,70, 1, 1, 1
 1, 1, 3,2720,62, 2, 1, 1
 1, 2, 3,2722,65, 2, 1, 3
.i, 3, 3,2723,.n, 1, 1, 3
 2, 2, 3,2725,74, 2, 1, 3
 2, 1, 3,2726,40, 1, 1, 3
 1, 0, 3,2727,55, 2, 1, 3
 2, 3, 3,2728,.n, 1, 1, 1
.i, 3, 9,2729,57, 2, 1, 0
 3, 4, 3,2731,86, 1, 1, 1
.i, 6, 3,2733,74, 1, 1, 1
 1, 0, 7,2734,48, 2, 1, 3
 1, 0, 3,2735,32, 1, 3, 4
 2, 3, 7,2736,67, 1, 3, 0
.i, 4, 3,2737,79, 1, 1, 4
 3, 6, 3,2738,65, 2, 1, 1
.i, 0, 3,2739,70, 1, 1, 1
.i, 3, 3,2740,81, 2, 1, 1
 1, 5, 9,2741,73, 1, 3, 3
.i, 0, 3,2742,74, 1, 1, 4
 3, 0, 3,2743,27, 1, 1, 1
 2, 1, 3,2744,31, 2, 1, 2
.i, 3, 3,2745,26, 1, 2, 1
.i, 0, 3,2746,58, 2, 1, 1
.i, 2, 3,2747,49, 2, 1, 3
 3, 6, 3,2748,39, 1, 2, 0
.i, 3, 3,2749,41, 1, 1, 4
 2, 0, 3,2750,67, 2, 1, 1
 2, 2, 3,2751,30, 2, 1, 1
 2, 1, 3,2752,.i, 2, 2, 1
.i, 0, 3,2753,43, 2, 3, 4
 1, 0, 3,2754,64, 2, 2, 1
.i, 1, 3,2756,.i, 2, 1, 2
.i, 0, 3,2757,83, 1, 1, 1
.i, 5, 7,2758,40, 2, 1, 0
 2, 3, 3,2759,51, 2, 1, 4
 2, 2, 9,2760,79, 1, 1, 2
.i, 0, 3,2761,69, 1, 1, 3
 1, 5, 3,2762,68, 1, 1, 1
 1, 2, 7,2763,36, 2, 1, 1
 2, 3, 3,2764,33, 2, 1, 1
.i, 5, 9,2766,64, 2, 1, 1
 2, 0, 3,2767,80, 2, 1, 0
.i, 3, 3,2769,75, 1, 1, 1
 2, 5, 3,2771,75, 2, 1, 3
 2, 3, 9,2772,20, 2, 3, 1
 3, 6, 3,2773,.i, 1, 1, 1
.i, 7, 3,2774,51, 2, 1, 3
.i, 6, 3,2775,66, 2, 1, 1
 3, 3, 3,2776,37, 2, 1, 3
 2, 5, 3,2777,42, 2, 1, 3
 1, 6, 3,2778,.n,.n, 1, 1
 1, 2, 3,2779,46, 2, 2, 0
 1, 1, 9,2781,26, 1, 1, 1
.i, 4, 9,2782,64, 2, 3, 3
.i, 1, 7,2783,45, 2,.i, 1
 1, 0, 3,2784,67, 2, 1, 1
.i, 5, 3,2785,47, 2, 1, 3
.i, 5, 3,2786,77, 1, 1, 1
.i, 5, 3,2787,83, 1, 1, 4
 2, 2, 7,2790,79, 1, 3, 4
 3, 6, 7,2791,.i, 1, 1, 1
 2, 3, 3,2793,62, 2, 1, 1
.i, 0, 9,2794,31, 2, 1, 3
 2, 3, 3,2795,63, 2, 2, 3
 2, 1, 9,2796,33, 1, 1, 1
 2, 5, 3,2797,32, 2, 3, 0
 2, 5, 3,2798,67, 2, 1, 1
.i, 4, 3,2799,45, 2, 1, 3
 1, 2, 3,2800,55, 2, 1, 0
.i, 5, 3,2801,43, 1, 1, 1
 1, 3, 3,2802,58, 1, 1, 1
 1, 0, 9,2804,67, 2, 1, 3
 1, 3, 3,2805,39, 1, 1, 4
.i, 5, 3,2806,71, 1, 1, 4
 2, 2, 3,2807,28, 1, 1, 3
 1, 3, 3,2808,47, 2, 3, 3
 1, 0, 3,2809,.i, 1, 1, 3
.i, 1, 9,2810,63, 2, 1, 2
 2, 0, 3,2811,57, 1, 2, 4
 2, 5, 3,2813,34, 1, 1, 1
.i, 3, 4,2814,69, 1, 1, 1
 2, 2, 7,2816,29, 2, 1, 0
 1, 3, 3,2817,26, 1, 1, 1
 2, 4, 3,2818,54, 1, 1, 1
 1, 2, 7,2819,68, 2,.i, 3
.i, 0, 3,2820,48, 2, 1, 1
 3, 3, 7,2821,44, 2, 1, 2
.i, 1, 3,2822,57, 2, 1, 1
 2, 0, 7,2823,62, 2, 2, 2
.i, 3, 3,2824,49, 2, 2, 4
 1, 7, 3,2825,70, 1, 1, 3
 2, 5, 3,2826,86, 2, 1, 1
 1, 3, 9,2827,.i, 2, 3, 3
 2, 0, 3,2828,38, 2, 1, 0
.i, 6, 3,2829,55, 2, 1, 1
 1, 2, 4,2831,76, 1, 1, 1
 2, 3, 4,2832,49, 2, 1, 2
.i, 3, 4,2833,.n, 2, 1, 1
.i, 6, 4,2835,56, 2, 1, 3
.i, 2, 4,2836,48, 1, 1, 1
 2, 6, 9,2837,60, 2, 1, 1
 1, 0, 4,2838,45, 2, 1, 3
.i, 0, 4,2839,61, 2, 1, 2
 1, 0, 3,2840,.n,.n, 1, 4
 2, 6, 4,2841,56, 1, 1, 1
 1, 4, 9,2842,25, 2, 3, 1
.i, 1, 7,2843,49, 2, 2, 4
 1, 1, 9,2844,33, 2, 2, 3
 1, 7, 7,2845,42, 2, 1, 0
 1, 4, 3,2846,69, 1, 1, 3
 1, 1, 4,2847,75, 2, 1, 3
 2, 0, 4,2848,56, 2, 1, 3
.i, 0, 3,2849,69, 1, 1, 4
 2, 1, 4,2850,58, 2, 1, 3
 2, 0, 4,2852,62, 1, 1, 3
.i, 0, 4,2853,63, 2, 1, 2
.i, 2, 4,2854,.n, 2, 1, 1
 2, 4, 4,2855,75, 2, 1, 1
 2, 6, 4,2857,42, 1, 1, 3
 2, 4, 7,2858,46, 1, 1, 1
 2, 1, 7,2859,43, 2, 1, 1
 2, 6, 7,2860,53, 2, 1, 1
 3, 3, 7,2861,.n,.n, 3, 1
.i, 1, 9,2862,74, 1, 1, 4
.i, 3, 4,2864,34, 2, 1, 3
 3, 3, 7,2865,36, 2, 2, 1
 1, 4, 7,2866,69, 2, 1, 1
.i, 2, 4,2867,74, 1, 1, 3
 1, 6, 4,2868,50, 1, 1, 1
 2, 0, 4,2869,46, 2, 1, 3
.i, 0, 4,2870,44, 2, 1, 4
 2, 1, 4,2871,63, 2, 1, 0
.i, 4, 4,2872,56, 2, 1, 2
 2, 0, 7,2873,41, 1, 1, 4
 2, 0, 4,2874,70, 1, 1, 4
.i, 4, 4,2875,31, 2, 3, 4
 2, 4, 4,2876,66, 2, 1, 1
.i, 0, 9,2877,71, 1, 3, 1
 1, 3, 7,2878,34, 2, 1, 1
.i, 3, 9,2879,86, 1, 1, 0
.i, 1, 7,2880,40, 2, 1, 1
 2, 6, 7,2881,53, 1, 1, 1
 1, 6, 4,2882,57, 1, 1, 3
.i, 3, 4,2883,77, 2, 1, 1
 2, 6, 4,2884,53, 1, 1, 3
 2, 4, 4,2885,59, 2, 1, 1
 1, 3, 7,2886,42, 1, 1, 3
 2, 5, 4,2887,39, 2, 1, 3
 2, 3, 4,2888,34, 2, 2, 4
.i, 0, 4,2889,66, 1, 1, 1
 2, 6, 7,2891,.i, 1, 1, 1
.i, 1, 4,2892,33, 2, 2, 2
 3, 3, 4,2893,62, 1, 2, 1
 1, 0, 4,2895,23, 2, 1, 1
 1, 0, 4,2896,65, 2, 2, 1
.i, 6, 7,2897,50, 2, 1, 2
 1, 0, 9,2898,51, 1, 3, 1
.i, 3, 4,2900,.n,.n,.i, 3
.i, 5, 4,2901,52, 2, 1, 4
.i, 0, 4,2902,57, 1, 1, 4
.i, 7, 4,2903,24, 1, 1, 1
 3, 4, 7,2904,.i, 1, 1, 1
 1, 0, 4,2905,70, 1, 1, 4
 1, 0, 4,2906,65, 2, 1, 3
.i, 5, 4,2908,49, 1,.i, 3
 1, 6, 4,2909,26, 2, 1, 3
.i, 3, 4,2910,34, 2, 1, 4
 3, 7, 4,2911,27, 2, 3, 1
 1, 1, 4,2912,22, 2, 3, 1
.i, 6, 7,2913,52, 1, 1, 0
 2, 7, 4,2914,34, 2, 1, 3
 2, 1, 9,2915,.i,.i,.i, 3
 1, 1, 7,2916,65, 2, 1, 0
 2, 6, 4,2917,65, 1, 1, 1
 1, 0, 8,2918,20, 1, 1, 1
 3, 7, 8,2919,62, 1, 1, 1
 2, 0, 4,2920,41, 1, 1, 3
 2, 6, 9,2921,43, 1, 3, 3
 2, 3, 8,2922,64, 1, 1, 1
 1, 5, 4,2923,35, 1, 1, 1
 2, 0, 9,2924,57, 2, 2, 1
.i, 3, 9,2925,20, 1, 3, 1
 2, 2, 9,2926,30, 2, 1, 3
.i, 6, 9,2927,30, 1, 1, 3
 2, 1, 9,2928,38, 2, 1, 3
 2, 1, 9,2929,63, 2, 1, 1
 1, 0, 9,2930,77, 1, 1, 3
 2, 2, 9,2931,28, 1, 1, 4
 2, 3, 9,2932,35, 2, 3, 1
.i, 3, 9,2933,.n,.n, 3, 0
.i, 0, 9,2934,59, 2, 3, 1
 2, 0, 9,2936,61, 1, 1, 4
 2, 0, 9,2937,54, 2, 1, 3
.i, 5, 9,2938,71, 1, 1, 1
 2, 2, 9,2940,33, 1, 3, 3
.i, 4, 9,2941,43, 1, 3, 1
.i, 3, 9,2942,45, 2, 1, 4
 1, 0, 9,2943,41, 2, 2, 4
.i, 1, 9,2944,61, 2, 1, 4
 3, 6, 9,2945,71, 2, 1, 1
 2, 0, 9,2946,60, 1, 1, 1
 1, 3, 9,2947,40, 1, 3, 1
 1, 0, 9,2948,.i, 2, 1, 3
.i, 3, 9,2949,37, 2, 3, 3
 1, 2, 9,2950,.i, 1, 3, 3
 3, 3, 9,2951,49, 2, 1, 1
 2, 6, 9,2952,56, 2, 1, 2
 2, 7, 9,2953,.i, 1, 1, 1
 1, 5, 9,2954,54, 2, 1, 1
 2, 0, 9,2955,42, 2, 1, 1
 2, 0, 9,2957,36, 2, 3, 3
 2, 6, 9,2958,74, 2, 3, 2
.i, 1, 9,2959,68, 1, 1, 1
 1, 1, 8,2960,83, 1, 1, 1
.i, 2, 8,2962,34, 2, 1, 3
 2, 0, 8,2963,41, 2, 1, 3
 2, 4, 8,2964,29, 2, 1, 3
 2, 2, 8,2965,34, 2, 3, 3
.i, 3, 8,2966,26, 2, 3, 1
 1, 5, 8,2967,55, 2, 1, 1
 3, 2, 8,2968,86, 2, 1, 1
.i, 4, 8,2969,56, 1, 1, 3
 2, 2, 8,2970,56, 1, 1, 1
 1, 2, 1,2971,36, 1, 1, 3
.i, 6, 6,2972,83, 1, 1, 4
.i, 4, 2,2973,71, 1, 1, 1
 2, 2, 6,2974,55, 1, 1, 3
 2, 6, 1,2975,59, 1, 1, 1
.i, 6, 1,2976,76, 1, 1, 0
 1, 5, 1,2977,66, 2, 1, 1
.i, 3, 2,2978,.i, 2, 1, 3
.i, 5, 2,2979,52, 1, 1, 2
.i, 2, 2,2980,.n,.n, 1, 1
 1, 3, 5,2981,18, 2,.i, 1
.i, 6, 6,2982,.i, 2, 1, 0
 2, 3, 5,2983,34, 2, 3, 1
 1, 5, 6,2984,74, 1, 1, 3
 2, 5, 2,2985,56, 1, 1, 1
.i, 1, 2,2986,68, 1, 1, 3
.i, 6, 6,2987,50, 1, 1, 1
.i, 5, 2,2988,55, 2, 1, 2
.i, 1, 5,2989,78, 2, 1, 1
 3, 1, 6,2990,24, 2, 1, 1
 2, 5, 5,2992,62, 1, 1, 1
 2, 6, 2,2993,70, 1, 1, 3
.i, 3, 2,2994,38, 1, 2, 2
 2, 2, 6,2995,44, 2, 1, 4
 3, 3, 2,2996,59, 1, 1, 1
 1, 2, 6,2997,.i,.i, 1,.s
.i, 0, 2,2998,.i, 1, 1, 1
 1, 2, 6,2999,25, 2, 1, 4
 1, 2, 6,3000,25,.i,.i, 3
 2, 2, 6,3001,74, 2, 1, 4
.i, 6, 6,3002,67, 1, 1, 4
 1, 5, 5,3003,70, 1, 1, 4
 2, 4, 5,3004,50, 1, 1, 1
.i, 3, 6,3005,26, 2, 1, 3
 2, 1, 6,3007,48, 1, 1, 2
 1, 1, 2,3008,64, 1, 1, 1
.i, 3, 2,3009,36, 2, 1, 1
 1, 7, 2,3010,.n,.n, 1, 0
 1, 1, 2,3011,54, 2, 1, 3
.i, 4, 2,3012,63, 2, 1, 3
.i, 0, 6,3013,70, 1, 1, 1
 3, 1, 6,3014,59, 2, 1, 1
 2, 3, 2,3015,59, 1, 1, 1
.i, 3, 5,3016,49, 2, 1, 0
 2, 3, 6,3017,72, 1, 2, 1
 1, 6, 2,3018,.i, 2, 1, 1
 1, 5, 6,3019,82, 1, 1, 4
.i, 3, 6,3020,44, 2, 1, 4
.i, 0, 2,3021,62, 2, 1, 1
 1, 2, 6,3022,74, 1, 1, 3
.i, 0, 2,3023,78, 2, 1, 2
 2, 1, 6,3024,36, 2, 2, 1
 1, 5, 2,3025,70, 1, 1, 2
.i, 6, 6,3026,78, 1, 1, 0
.i, 0, 2,3027,65, 2, 2, 0
.i, 4, 2,3028,65, 2, 1, 2
.i, 1, 2,3029,60, 1, 1, 3
 2, 3, 6,3030,.i, 2, 2, 3
.i, 2, 2,3031,70, 1, 1, 3
.i, 1, 2,3033,61, 1, 1, 4
.i, 1, 2,3034,37, 1, 3, 4
.i, 1, 2,3035,70, 1, 1, 2
 2, 6, 2,3036,60, 2, 1, 3
.i, 0, 6,3037,30, 2, 2, 0
 3, 3, 5,3038,30, 1, 1, 1
 1, 5, 6,3039,69, 1, 1, 0
.i, 4, 2,3040,59, 1,.i, 0
 1, 4, 2,3041,.n, 2, 1, 1
 1, 0, 2,3042,66, 2, 2, 3
.i, 6, 6,3043,.i, 2, 1, 3
 2, 6, 5,3044,63, 1, 1, 4
 1, 6, 6,3045,21, 2, 1, 1
 2, 1, 2,3046,65, 2, 1, 1
.i, 0, 1,3047,67, 2, 1, 3
 2, 3, 5,3048,.i,.i, 3, 0
 2, 0, 5,3049,.n, 2, 1, 1
.i, 0, 2,3050,67, 2, 1, 4
 2, 6, 2,3051,81, 2, 1, 2
 2, 2, 1,3052,43, 2, 1, 4
 1, 2, 2,3053,.n, 2, 1, 1
 3, 3, 5,3054,45, 1, 1, 3
.i, 3, 5,3055,42, 2, 1, 1
 2, 3, 1,3056,30, 2, 1, 1
.i, 0, 2,3057,.i, 1, 1, 1
.i, 0, 2,3058,66, 2, 1, 1
 1, 2, 2,3060,57, 1, 1, 4
 2, 7, 5,3061,40, 1, 1, 2
 2, 1, 2,3062,70, 2, 1, 3
.i, 0, 5,3063,79, 2, 1, 3
 2, 1, 5,3064,78, 2, 1, 0
 2, 6, 5,3065,57, 2, 1, 1
 2, 3, 5,3066,62, 1, 1, 3
 2, 3, 5,3067,53, 2, 1, 1
 1, 0, 5,3068,41, 2, 1, 4
.i, 1, 5,3070,69, 2, 1, 3
 1, 1, 5,3071,56, 2, 2, 3
 1, 2, 5,3072,64, 1, 1, 3
.i, 3, 5,3073,60, 2, 2, 1
.i, 6, 2,3074,66, 1, 3, 1
.i, 4, 5,3075,58, 2, 1, 3
 1, 0, 2,3076,62, 2, 1, 3
.s, 5, 5,3077,68, 1, 1, 1
.i, 0, 5,3078,55, 2, 1, 1
 2, 6, 5,3079,.i, 2, 1, 3
 3, 3, 2,3080,78, 1, 1, 2
 2, 1, 2,3081,39, 2, 2, 3
 2, 1, 5,3082,51, 1, 3, 2
 2, 2, 5,3083,75, 2, 1, 4
 1, 1, 5,3084,25, 2, 1, 3
 2, 0, 2,3085,60, 2, 1, 4
.i, 1, 5,3087,50, 2, 2, 1
 2, 6, 5,3088,89, 2, 1, 1
 2, 1, 5,3089,44, 2, 2, 4
.i, 0, 5,3090,63, 2, 2, 2
.i, 6, 5,3091,46, 1, 1, 4
 2, 2, 5,3092,53, 2, 2, 3
.i, 2, 5,3094,34, 2, 1, 1
.i, 1, 2,3095,54, 2, 2, 0
.i, 3, 2,3096,28, 1, 1, 1
.i, 7, 5,3097,35, 1, 1, 2
 2,.n, 2,3098,55, 1, 1, 1
.i, 3, 5,3100,34, 2, 1, 3
 2, 0, 5,3101,72, 2, 1, 4
 2, 5, 5,3102,.i, 1, 1, 3
 1, 3, 2,3103,.n,.n, 2, 1
.i, 3, 5,3104,66, 1, 1, 4
 1, 0, 2,3105,66, 1, 1, 3
.i, 0, 2,3106,52,.i, 2,.d
 2, 2, 2,3107,23, 1, 2, 3
.i, 0, 2,3108,42, 2, 2, 3
 2, 1, 5,3109,27, 2, 2, 3
 2, 3, 5,3110,39, 2, 2, 4
 1, 2, 5,3111,64, 1, 3, 2
 3, 0, 9,3112,32, 2, 1, 3
.i,.n, 9,3113,.n,.n, 3, 0
.i, 6, 5,3114,49, 1, 3, 1
 2, 6, 9,3116,53, 1, 1, 2
.i, 5, 5,3117,40, 2, 1, 4
.i, 4, 1,3119,55, 2, 1, 3
 3, 2, 1,3120,45, 2, 1, 3
 1, 4, 5,3121,81, 1, 1, 1
.i, 6, 2,3122,68, 1, 1, 1
 1, 4, 5,3124,67, 1, 1, 2
 2, 7, 5,3125,24, 1, 1, 3
 1, 0, 2,3127,70, 2, 1, 4
.i, 2, 5,3128,44, 2, 1, 0
 1, 0, 2,3129,70, 2, 1, 1
 2, 3, 5,3130,39, 2, 1, 1
.i, 0, 2,3131,70, 1, 1, 1
.i, 0, 5,3132,41, 2, 3, 2
 1, 3, 5,3133,67, 1, 2, 3
.i, 6, 2,3134,78, 1, 1, 0
 2, 3, 5,3136,.i, 2, 1, 1
 2, 3, 5,3137,54, 2, 1, 3
 1, 0, 5,3138,71, 1, 1, 3
 2, 0, 5,3139,58, 1, 3, 3
.i, 6, 5,3140,67, 1, 1, 1
 1, 4, 5,3141,78, 1, 1, 4
 3, 5, 5,3142,41, 2, 1, 3
 2, 2, 5,3143,42, 1, 1, 1
.i,.n, 5,3144,41, 2, 1, 1
.i, 6, 5,3145,79, 2, 1, 2
 2, 6, 5,3146,59, 2, 1, 2
 2, 6, 2,3147,60, 2, 1, 3
.i, 4, 2,3149,71, 1, 1, 2
 2, 0, 2,3150,.i, 2, 2, 3
.i, 0, 1,3151,55, 2, 1, 4
 1, 4, 2,3152,.i, 1, 1, 4
 1, 6, 2,3153,76, 1, 1, 4
.i, 0, 2,3154,29, 1, 1, 4
 2, 0, 1,3155,31, 1, 1, 4
 1, 1, 4,3156,43, 2, 3, 1
 2, 0, 2,3157,75, 2, 2, 1
 1, 3, 2,3158,37, 1, 2, 2
 2, 3, 2,3159,61, 2, 1, 2
 1, 0, 2,3160,.n, 1, 1, 1
.i, 6, 2,3161,66, 1, 1, 1
 2, 5, 5,3162,48, 2, 1, 1
.i, 2, 1,3163,35, 1, 1, 1
.i, 2, 6,3164,71, 2, 2, 4
 3, 6, 2,3165,57, 2, 1, 1
.i, 1, 5,3166,58, 2, 2, 1
 1, 0, 2,3167,41, 2, 3, 3
 2, 6, 2,3168,77, 2, 1, 1
 2, 4, 1,3169,74, 1, 1, 1
 1, 4, 1,3170,49, 1, 1, 3
 2, 3, 6,3171,53, 2, 1, 1
 3, 3, 6,3172,64, 2, 1, 3
.i, 3, 2,3173,67, 1, 1, 4
 2, 6, 6,3174,85, 2, 1, 1
 3, 1, 6,3176,58, 2, 2, 1
 2, 2, 6,3177,66, 1, 3, 1
 1, 0, 2,3178,62, 1, 1, 3
 1, 1, 6,3179,63, 2, 2, 4
 1, 3, 6,3180,47, 1, 1, 0
 1, 3, 6,3181,.n, 1, 1, 3
 1, 3, 6,3182,63, 1, 1, 4
 2, 2, 5,3183,48, 2, 1, 3
 2, 3, 5,3184,28, 2, 1, 1
 1, 2, 6,3186,33, 2, 1, 4
 1, 6, 5,3187,.n,.n, 1, 4
 2, 1, 6,3188,83, 2, 1, 1
 2, 0, 6,3189,48, 2, 2, 0
 1, 1, 2,3190,62, 1, 1, 2
 2, 0, 6,3191,75, 2, 1, 3
.i, 2, 6,3192,64, 2, 1, 1
 2, 2, 5,3193,33, 2, 1, 3
 2, 1, 6,3194,58, 2, 1, 1
 2, 0, 6,3195,73, 2, 1, 3
 3, 5, 6,3196,21, 1, 1, 0
 1, 3, 6,3197,86, 2, 1, 0
 3, 1, 5,3198,45, 2, 2, 2
.i, 1, 5,3200,72, 1, 1, 3
.i, 4, 6,3201,49, 2, 1, 0
 2, 6, 5,3202,44, 2, 1, 0
.i, 0, 5,3203,.i, 1, 2, 4
.i, 4, 5,3204,44, 1, 2, 1
.i, 3, 5,3205,36, 2, 2, 3
.i, 0, 5,3206,40, 2, 2, 1
.i, 0, 5,3207,51, 2, 2, 1
 2, 5, 5,3208,67, 1, 1, 1
.i, 0, 5,3209,63, 1, 2, 0
 1, 5, 5,3210,70, 2, 1, 4
.i, 7, 5,3211,64, 1, 1, 3
 3, 5, 5,3212,55, 2, 1, 2
.i, 2, 5,3213,59, 1, 1, 3
 1, 6, 5,3214,81, 2, 1, 1
 1, 4, 5,3215,.i, 2, 3, 3
.i, 0, 5,3216,61, 1, 2, 2
.i, 0, 5,3217,56, 1, 2, 1
 2, 1, 5,3218,35, 2, 1, 4
.i, 1, 5,3219,34, 1, 1, 4
.i, 6, 4,3221,71, 1, 1, 4
 1, 1, 4,3222,68, 2, 1, 4
.i, 0, 6,3223,73, 2, 2, 2
 2, 4, 4,3224,49, 2, 1, 2
 2, 0, 6,3225,35, 1, 2, 1
 1, 0, 8,3226,79, 2, 1, 1
 1, 6, 5,3227,20, 1, 1, 0
.i, 6, 5,3228,86, 1, 1, 4
.i, 0, 7,3229,75, 2, 2, 0
 2, 4, 8,3230,62, 2, 1, 1
 1, 6, 8,3231,68, 1, 3, 3
 3, 2, 5,3232,29, 2, 1, 3
 1, 6, 8,3233,69, 1, 1, 3
.i, 2, 5,3235,39, 2, 1, 3
 2, 3, 9,3236,55, 1, 1, 1
.i, 1, 9,3237,24, 2, 2, 1
.i, 1, 9,3238,48, 2, 1, 4
 1, 4, 9,3239,31, 2, 1, 3
 2, 1, 2,3240,30,.i, 3,.d
.i, 5, 8,3242,46, 1, 2, 1
 2, 3, 5,3243,24, 2, 3, 1
.i, 3, 5,3244,70, 1, 1, 3
 2, 0, 8,3245,72, 1, 1, 1
 3, 1, 8,3246,42, 2, 1, 2
 1, 3, 8,3247,28, 2, 3, 2
 2, 3, 9,3248,86, 1, 3, 4
 1, 2, 2,3249,65, 2, 1, 2
 1, 1, 2,3250,24, 1, 2, 4
 2, 6, 5,3251,62, 1, 1, 4
 3, 3, 3,3252,25, 2,.i, 1
.i,.n, 9,3253,52, 2, 1, 1
 1, 2, 3,3254,28, 1, 1, 3
.i, 5, 9,3255,50, 2, 1, 1
.i, 0, 9,3256,70, 1, 1, 1
.i, 3, 9,3257,32, 1, 3, 3
 2, 4, 2,3258,36, 2, 1, 1
 2, 0, 3,3259,42, 2, 1, 1
 1, 6, 5,3260,70, 1, 1, 3
 2, 0, 5,3261,84, 2, 2, 4
 1, 0, 5,3262,42, 2, 2, 1
 1, 2, 4,3263,31, 1, 1, 3
 2, 6, 4,3264,76, 2, 1, 1
.i, 4, 4,3265,.i, 2, 1, 3
 1, 0, 9,3266,79, 1, 1, 4
.i, 0, 3,3267,70, 1, 1, 4
 2, 4, 6,3268,51, 1, 1, 1
 1, 0, 3,3269,23, 1, 1, 4
 1, 2, 3,3270,39, 1, 1, 3
.i, 1, 3,3271,69, 2, 1, 3
.i, 1, 6,3272,59, 2, 1, 4
 2, 2, 6,3273,58, 2, 1, 4
.i, 3, 3,3274,80, 1, 1, 3
 1, 2, 5,3275,68, 1, 1, 4
 3, 6, 9,3276,58, 2, 1, 2
.i, 4, 5,3278,.n,.n, 1, 3
.i, 3, 7,3280,21, 1, 3, 1
.i, 6, 5,3281,44, 1, 1, 3
 1, 0, 9,3283,71, 1, 1, 4
 2, 3, 9,3284,59, 2, 3, 3
 2, 2, 5,3285,20, 1, 1, 1
.i, 2, 4,3286,34, 2, 1, 1
.i, 0, 4,3287,56, 1, 1, 1
 2, 2, 4,3288,35, 1, 1, 3
.i, 5, 4,3289,38, 2, 1, 3
 2, 6, 7,3291,60, 2, 1, 1
 1, 1, 7,3292,42, 2, 2, 1
 2, 0, 7,3293,57, 2, 2, 1
 1, 0, 5,3294,70, 2, 1, 3
 1, 3, 7,3295,57, 2, 1, 4
 3, 3, 9,3297,78, 1, 1, 3
 1, 0, 5,3298,76, 2, 1, 1
.i, 1, 5,3299,72, 1, 1, 4
 2, 0, 9,3301,56, 2, 1, 4
 1, 2, 5,3302,29, 2, 2, 1
 1, 0, 3,3303,59, 1, 1, 4
 2, 4, 3,3305,33, 2, 1, 1
 2, 2, 3,3307,57, 2, 1, 3
.i, 5, 7,3308,35, 1, 1, 3
 1, 3, 7,3309,31, 1, 1, 1
 1, 5, 3,3310,22, 2, 1, 1
 2, 5, 3,3311,62, 2, 1, 1
 2, 3, 3,3312,41, 2, 1, 1
 1, 6, 7,3313,84, 1, 1, 4
.i, 3, 7,3314,36, 1, 3, 4
 2, 3, 7,3315,33, 2, 1, 3
 2, 6, 7,3316,41, 2, 1, 3
 1, 7, 9,3317,19, 1, 1, 1
.i, 5, 3,3318,32, 1, 1, 3
 1, 4, 7,3320,67, 2, 1, 3
.i, 2, 9,3321,53, 1, 2, 4
 2, 0, 9,3322,28, 1, 3, 1
.i, 3, 7,3323,39, 2, 1,.s
 1, 4, 3,3324,25, 2, 1, 1
